age,study_hours_per_day,social_media_hours,netflix_hours,attendance_percentage,sleep_hours,exercise_frequency,mental_health_rating,exam_score,prediction
22,1.1,2.7,0.1,100.0,7.7,1,4,51.2,48.99
21,4.2,1.7,0.0,84.2,6.5,1,3,72.6,75.01
20,3.5,3.0,2.6,74.9,7.3,3,4,70.7,63.35
17,4.3,2.5,0.0,64.1,3.9,0,2,59.4,62.17
17,3.8,1.7,1.4,70.3,7.0,0,1,58.1,61.59
19,5.5,3.1,2.3,71.3,5.7,1,3,82.3,74.25
19,3.7,4.7,2.0,98.8,8.5,6,2,69.7,67.6
23,2.9,2.3,2.3,86.2,7.2,6,1,66.0,59.74
18,3.7,3.4,2.0,88.9,6.8,3,1,63.5,60.66
24,4.3,0.9,3.2,62.8,7.1,0,2,65.7,65.84
20,3.6,1.4,0.8,73.0,5.3,4,9,78.5,79.53
20,3.6,3.1,1.1,93.9,8.4,1,5,75.1,71.7
24,2.4,4.3,1.0,87.9,8.9,5,9,71.0,70.95
23,2.5,2.9,2.7,83.5,7.0,4,8,59.7,63.31
22,1.4,2.1,2.8,90.6,8.4,3,6,52.6,53.81
22,6.1,2.5,2.3,100.0,5.8,5,1,96.5,88.16
23,1.6,1.0,3.1,82.8,5.5,4,10,62.0,60.16
22,2.5,3.2,0.5,85.7,6.5,0,5,59.7,56.67
19,2.4,3.6,3.6,86.9,7.0,6,1,48.4,48.23
20,4.8,2.0,3.5,100.0,6.0,0,7,70.6,78.88
23,3.1,1.9,2.6,64.0,7.1,5,10,68.1,75.43
20,5.4,2.8,3.8,91.8,6.9,2,8,87.2,87.0
24,2.5,2.0,0.0,83.9,5.3,6,8,66.7,71.64
17,3.9,2.4,1.2,90.7,7.1,1,7,75.2,76.6
19,2.2,5.0,1.0,78.4,7.5,5,2,46.4,49.18
21,6.7,2.2,2.6,84.5,6.7,3,5,97.1,97.92
19,1.7,2.1,0.6,92.1,7.9,1,4,61.2,54.76
23,4.0,1.7,2.6,100.0,5.0,4,5,75.0,74.13
21,4.5,3.4,3.3,93.1,7.1,6,10,94.7,88.16
17,4.1,2.3,2.6,76.5,5.1,3,9,77.6,76.92
23,3.2,1.7,2.1,80.8,5.2,3,4,68.6,61.72
18,3.3,4.1,0.7,80.5,5.7,0,8,69.6,64.65
20,3.6,4.2,0.9,67.0,5.4,4,8,66.5,68.99
17,3.3,1.8,3.2,81.7,5.8,0,2,62.2,53.65
20,4.9,0.3,2.7,92.3,6.2,0,6,82.1,84.39
22,6.8,3.7,1.8,72.3,7.5,6,5,100.0,101.25
18,2.7,1.7,1.3,95.5,6.1,2,2,59.7,57.72
18,1.4,3.4,0.0,89.9,4.6,0,10,55.1,52.81
17,3.4,0.1,0.6,77.7,7.9,1,4,77.1,73.57
18,7.4,3.6,3.9,83.6,5.5,3,7,97.7,99.28
21,2.3,1.0,0.4,100.0,6.4,6,1,66.9,62.41
18,6.0,3.4,2.0,92.3,7.0,0,9,99.9,95.38
20,6.0,2.5,2.9,85.1,6.7,5,10,100.0,102.72
20,2.7,1.4,0.4,82.6,7.8,1,1,57.2,59.02
23,4.4,2.0,2.0,85.8,7.1,4,5,77.3,80.78
20,5.9,3.3,2.8,79.9,5.5,3,7,91.6,88.17
23,2.9,2.6,1.8,64.0,9.1,6,8,70.7,74.1
20,3.2,3.2,5.0,100.0,6.7,5,2,57.6,55.52
21,2.6,4.9,0.0,86.6,6.3,6,4,60.2,60.0
24,2.0,0.6,3.0,89.0,7.7,6,2,50.5,57.83
23,2.5,4.4,1.6,84.4,6.8,5,4,51.3,55.69
19,1.7,2.6,2.6,77.6,7.0,4,6,53.5,51.91
22,3.6,1.4,2.3,83.1,9.5,5,6,79.2,81.41
17,2.3,0.9,1.0,69.0,6.2,1,2,47.2,51.53
20,3.9,2.3,2.1,100.0,6.1,6,4,73.4,75.73
18,1.2,3.6,0.0,72.7,6.6,4,4,41.1,45.56
24,4.0,2.3,2.5,74.7,7.8,6,1,77.8,69.51
20,4.8,4.3,2.1,80.6,4.7,5,2,63.4,67.9
18,0.5,0.8,2.5,97.9,4.1,4,3,43.9,37.86
22,4.1,2.5,3.0,85.1,5.8,4,5,70.2,71.01
22,5.3,1.0,2.2,72.6,4.5,0,8,81.3,85.03
22,1.7,2.9,2.0,97.5,6.0,0,6,50.2,48.26
18,6.0,3.6,0.8,92.3,7.1,0,3,87.9,85.52
20,4.1,2.0,1.0,90.4,5.4,5,6,80.9,80.27
22,2.4,0.0,3.1,92.2,4.8,3,7,63.9,62.84
21,3.4,2.7,3.4,100.0,6.6,1,6,65.6,64.57
23,4.3,3.0,1.5,100.0,7.5,5,10,93.2,91.64
18,3.6,3.0,1.9,78.1,4.5,6,6,74.0,68.36
18,4.3,4.0,0.8,100.0,7.5,0,1,60.8,66.64
20,2.1,1.2,3.1,88.8,7.5,4,3,50.4,55.31
18,3.8,3.3,2.5,90.0,7.6,5,7,74.3,76.46
18,1.4,3.9,3.9,68.1,8.0,4,4,32.8,39.48
22,3.3,0.4,0.8,83.3,9.1,6,4,82.3,80.95
20,2.1,2.9,1.4,76.9,6.1,4,7,60.4,58.21
22,2.4,1.9,2.1,93.3,6.6,4,9,60.0,69.73
23,5.4,2.4,2.5,95.7,6.0,2,2,77.5,78.7
24,5.1,2.9,1.6,64.3,6.5,3,9,86.5,87.98
23,4.4,1.9,0.8,84.8,8.3,1,3,76.9,77.86
24,1.9,1.7,2.8,96.2,4.9,1,6,43.9,51.07
22,3.0,2.5,2.6,83.1,5.5,0,4,51.3,53.83
23,5.3,1.2,0.8,92.3,8.2,2,1,83.3,86.95
20,3.7,1.2,3.3,88.5,7.7,5,9,82.7,83.97
17,7.0,3.3,3.1,88.4,6.1,5,6,94.8,100.27
22,4.1,1.1,1.9,82.3,7.5,1,8,80.8,82.21
24,3.8,3.3,1.9,72.8,6.9,3,2,58.3,62.43
21,3.0,3.1,2.4,73.8,8.3,4,7,66.3,68.33
24,3.7,0.4,0.9,92.1,6.6,6,6,87.9,85.5
21,3.3,1.7,1.8,85.2,7.7,0,2,60.5,61.58
18,4.6,3.9,0.0,83.6,9.7,3,2,84.8,79.7
23,4.9,1.3,2.8,80.8,7.2,1,4,77.0,78.84
21,2.3,1.9,0.1,81.9,6.6,2,4,61.7,59.19
24,1.5,3.1,3.5,95.5,7.4,0,3,44.0,39.52
18,0.7,3.4,1.4,81.6,6.1,1,8,42.4,42.92
17,4.3,2.2,1.6,71.6,9.4,5,7,88.0,87.16
20,1.8,1.8,1.1,92.4,6.7,0,2,48.7,47.0
20,0.3,4.2,1.5,83.0,6.2,1,3,26.8,26.16
20,4.1,4.6,3.4,85.3,5.5,5,10,81.6,75.53
21,7.2,3.7,0.0,100.0,7.8,6,9,100.0,120.8
17,3.5,2.6,3.2,84.8,7.5,5,5,74.0,69.67
21,4.8,1.5,2.2,87.9,5.9,4,2,78.4,77.39
23,3.6,1.5,0.5,73.2,7.2,2,3,70.7,69.66
21,3.4,3.1,0.6,82.8,4.7,4,8,74.3,71.92
17,4.9,3.0,3.6,91.1,6.7,1,4,67.6,72.46
17,3.1,4.2,0.8,69.4,7.0,6,2,64.7,58.85
23,3.9,3.3,0.5,87.0,8.5,3,2,64.1,71.75
17,4.0,0.7,3.1,86.0,5.6,6,6,83.5,78.96
24,2.5,3.8,2.2,85.4,5.0,6,8,63.4,61.16
17,5.0,1.3,0.8,95.4,5.4,6,7,96.2,94.92
20,3.2,2.0,2.0,88.3,4.9,4,4,65.4,63.14
24,2.4,2.8,0.7,99.8,8.1,3,2,62.0,59.28
24,4.3,4.9,3.0,75.1,8.4,5,9,74.0,79.6
23,2.2,6.2,3.0,86.4,6.9,1,4,46.7,39.48
19,3.5,3.2,2.4,85.8,8.0,2,9,75.5,74.98
19,3.5,2.3,2.2,74.3,6.7,3,5,78.1,66.89
17,5.1,3.1,3.7,94.6,6.4,1,7,85.2,79.98
24,4.2,3.6,1.8,100.0,6.1,3,5,75.4,74.31
19,3.5,2.1,0.5,84.8,6.1,4,2,64.2,67.24
19,4.7,4.7,2.3,90.1,4.6,1,6,69.7,68.64
17,5.6,2.8,4.1,85.8,6.8,4,7,90.3,87.7
19,4.3,3.1,0.7,77.9,6.5,0,6,81.4,73.64
21,3.5,3.3,1.4,66.8,7.4,1,3,65.0,59.81
18,1.5,3.0,2.3,77.9,6.6,3,10,57.3,55.59
23,1.9,3.5,1.7,71.1,6.3,0,8,57.7,50.68
18,3.0,1.8,0.7,100.0,5.5,4,3,56.7,66.09
17,2.6,1.8,3.0,83.8,6.6,4,5,62.3,59.97
20,3.2,1.2,4.4,81.5,7.4,3,9,77.9,71.93
23,3.6,3.0,2.0,93.9,5.1,0,5,65.2,62.4
17,4.3,3.4,0.8,73.8,6.6,6,7,76.8,81.98
24,3.4,3.0,0.1,77.3,6.8,5,7,83.8,76.43
20,4.2,4.5,2.1,85.7,5.6,2,5,70.6,66.31
18,3.6,2.5,3.0,95.3,5.8,3,2,63.1,60.93
17,0.5,3.3,2.3,90.0,6.8,4,5,39.0,38.9
24,2.1,1.2,1.8,87.5,5.1,1,7,66.7,57.7
23,3.3,2.0,1.2,85.8,6.9,0,7,72.2,70.92
23,1.7,3.3,0.6,89.0,5.4,5,4,50.1,50.92
22,4.4,3.5,2.7,87.0,7.8,2,1,62.4,66.42
24,5.8,2.1,2.8,74.7,9.3,1,6,96.6,92.66
21,5.3,2.4,0.1,85.5,5.5,0,3,85.8,79.59
19,3.2,0.7,3.5,74.3,7.1,5,5,68.3,68.3
20,5.7,2.1,2.4,85.8,5.6,3,4,83.8,85.33
24,3.7,3.6,3.3,80.2,7.7,5,2,69.3,62.78
22,3.0,3.2,0.3,100.0,5.0,3,7,65.3,68.2
19,2.6,3.1,0.3,84.6,7.1,6,5,77.5,66.26
19,3.0,2.6,1.6,71.0,5.5,0,7,55.0,59.68
17,2.9,2.5,2.4,83.7,6.3,5,9,65.2,71.72
19,3.8,1.7,3.8,90.2,5.3,2,4,58.1,63.62
21,3.7,3.3,2.6,100.0,7.5,5,5,69.2,73.51
23,3.5,3.0,1.5,79.1,5.5,0,9,67.4,69.09
22,4.2,3.1,0.7,69.2,7.2,1,10,79.9,82.24
19,5.3,1.9,3.2,93.2,6.1,1,4,85.7,79.63
17,4.9,0.0,0.7,71.2,6.4,5,5,96.2,91.59
21,1.3,3.8,3.6,80.6,6.7,5,5,40.4,42.61
18,0.0,1.9,1.5,82.4,5.6,3,8,55.2,41.07
23,4.9,1.5,3.5,84.3,6.8,0,4,73.8,75.36
23,1.4,3.3,2.5,91.9,8.3,3,4,46.5,47.43
22,3.2,2.0,1.6,78.2,5.6,2,7,60.5,67.17
23,1.7,3.8,1.2,82.3,7.9,6,5,55.4,55.95
19,0.8,3.2,1.4,84.9,8.3,1,6,45.1,44.33
17,4.3,3.3,2.3,86.5,5.5,4,6,69.4,74.42
23,4.6,0.9,1.9,86.0,4.8,4,6,81.3,82.87
23,2.6,4.0,1.1,89.4,6.9,0,10,66.6,64.42
18,0.0,2.8,1.6,93.4,5.8,0,5,26.7,30.49
18,2.7,2.1,1.9,88.9,8.7,4,5,64.5,67.6
20,4.1,2.7,0.0,89.5,6.5,0,9,87.1,82.26
21,1.3,0.4,2.3,69.2,5.5,1,8,42.2,50.8
19,3.8,3.0,0.7,85.5,5.1,2,4,61.6,66.45
23,3.5,1.3,0.5,89.8,7.8,2,7,81.9,80.69
24,4.4,0.9,0.0,92.3,5.8,3,8,96.5,91.15
23,3.7,0.7,0.0,78.1,6.6,1,9,85.1,83.92
17,2.0,3.8,0.3,78.4,7.6,6,5,58.5,59.31
20,5.3,1.7,1.0,79.3,5.9,0,3,78.4,79.51
21,3.3,4.3,3.9,90.4,6.4,0,4,56.4,51.54
24,3.5,1.9,1.2,95.3,6.5,6,10,92.6,87.07
20,2.1,0.5,2.0,80.9,7.3,3,6,62.3,63.12
22,2.8,1.2,2.2,94.1,7.2,3,10,75.8,77.33
21,2.2,4.0,1.9,86.2,6.2,0,5,47.1,47.67
23,3.2,2.3,1.7,83.8,6.6,0,9,66.3,71.13
23,6.1,1.8,0.5,82.9,6.1,6,3,98.3,96.72
21,1.4,2.7,3.4,92.5,4.7,1,2,29.7,33.48
23,1.1,3.1,3.8,88.3,6.8,6,6,45.5,46.3
19,5.7,3.8,0.0,100.0,8.8,3,7,100.0,100.65
21,3.2,4.2,0.7,76.5,5.4,6,5,67.5,63.58
20,2.5,2.1,1.5,90.2,5.6,6,1,60.3,55.69
21,5.1,0.9,0.7,79.7,5.5,6,3,87.0,87.89
24,2.6,2.0,2.4,76.3,7.4,1,3,48.5,53.97
23,6.2,2.8,1.0,84.9,7.0,5,4,100.0,97.05
19,4.5,1.3,4.2,86.4,6.3,0,10,82.1,81.27
19,2.8,1.4,3.1,100.0,5.4,4,6,63.7,65.0
22,6.7,2.9,2.0,83.2,6.6,6,5,100.0,101.11
20,2.6,2.4,2.9,73.7,4.6,4,1,41.9,45.82
18,4.6,2.5,3.0,87.7,6.7,5,6,72.7,81.61
18,3.9,1.6,1.2,64.3,7.5,0,9,74.3,78.44
21,5.5,2.2,0.9,84.1,5.0,3,1,88.7,79.87
22,5.8,1.4,1.9,85.2,4.7,4,8,96.6,96.45
17,3.5,3.6,2.7,92.9,8.4,3,8,72.6,73.84
21,2.4,3.7,2.0,94.7,5.8,4,3,52.4,51.16
22,4.2,0.3,0.1,80.0,7.9,3,9,100.0,95.24
20,2.5,1.4,0.9,83.5,6.3,6,8,73.1,72.81
20,6.5,0.7,1.7,77.3,6.3,4,3,100.0,97.83
20,3.7,1.7,1.7,73.7,7.0,3,10,80.8,81.92
20,3.0,2.4,4.0,88.1,5.4,5,5,62.9,59.98
20,3.8,0.8,0.3,72.3,6.7,1,3,71.5,71.55
22,1.5,1.4,2.4,80.9,6.0,3,5,46.2,49.07
22,2.0,1.3,3.4,75.0,4.9,1,9,53.8,54.8
19,5.3,2.7,4.3,90.5,6.9,1,4,74.2,76.22
24,2.5,2.6,1.4,100.0,6.2,0,6,52.5,59.89
18,1.9,1.6,2.3,72.0,6.3,6,3,51.2,52.32
23,4.3,2.7,2.4,66.5,5.0,5,3,60.6,67.93
20,5.3,1.8,2.0,83.8,8.4,1,5,91.5,87.64
17,4.6,2.2,1.7,85.2,7.6,2,8,87.3,86.64
23,5.0,4.5,2.3,87.2,7.7,6,8,98.0,88.53
22,2.4,4.1,0.0,80.5,6.1,1,3,47.9,49.86
17,1.4,0.9,2.6,83.0,4.4,3,8,51.0,52.79
17,5.8,3.5,1.9,88.7,8.8,1,8,90.0,95.39
17,3.0,3.5,1.6,95.4,6.4,3,3,54.1,58.62
19,3.1,1.1,4.1,65.4,5.6,3,10,58.4,67.62
22,5.5,3.5,1.1,81.3,7.0,2,10,100.0,95.51
17,4.3,4.3,1.4,87.1,7.9,1,2,65.2,66.68
20,4.2,1.2,4.0,75.8,6.5,1,10,85.3,79.26
21,6.7,1.4,0.9,100.0,8.0,4,2,93.8,104.59
17,2.5,3.7,1.2,78.6,7.8,6,9,78.8,70.41
19,4.9,2.8,1.6,84.6,5.2,4,7,85.0,83.7
23,3.6,3.2,2.7,90.6,5.7,0,6,64.5,62.47
22,3.9,2.9,2.0,79.1,7.6,3,7,71.0,76.06
24,5.8,3.0,0.4,66.5,3.2,2,8,90.8,87.84
19,4.3,0.9,1.2,80.7,6.3,4,1,72.6,74.22
17,4.3,3.8,1.1,95.3,4.8,1,8,70.9,75.37
22,5.1,3.9,1.7,81.6,5.9,0,3,65.1,71.07
21,3.0,2.2,2.3,76.5,6.1,2,3,49.1,56.55
17,2.2,2.4,2.3,94.3,6.1,5,6,62.7,60.94
19,1.9,0.7,0.0,81.7,5.8,1,4,51.5,55.59
18,0.6,3.1,3.0,79.9,5.2,1,4,18.4,28.05
20,6.6,3.2,2.1,86.5,9.3,5,4,100.0,101.81
24,1.8,2.4,3.3,92.7,8.7,3,10,53.3,64.86
23,3.2,3.8,2.3,100.0,5.1,3,9,76.1,68.45
19,3.1,2.1,3.0,93.3,8.4,4,8,85.6,74.78
22,4.0,3.2,2.3,96.6,6.0,4,3,63.0,68.18
24,4.7,1.3,3.3,79.9,6.7,1,1,73.6,69.17
24,4.8,2.5,2.4,74.7,6.4,6,1,76.2,74.08
24,2.6,2.3,1.7,85.6,5.7,1,1,45.5,48.69
17,3.2,2.8,4.3,86.1,7.7,4,4,58.6,60.61
20,3.9,2.1,2.8,74.2,6.7,5,6,77.8,74.48
17,3.1,2.3,2.4,83.2,5.9,4,4,61.5,61.66
22,5.9,3.5,0.4,89.0,4.9,1,3,71.4,82.46
17,4.2,2.0,0.4,88.6,5.4,2,8,93.9,82.27
18,4.6,0.6,2.1,90.0,4.5,1,8,85.9,83.5
20,4.5,4.6,2.0,87.9,6.5,2,6,73.8,72.87
20,5.3,4.2,1.1,79.9,5.1,2,9,83.3,85.72
22,3.8,0.9,2.0,79.9,6.2,1,10,79.7,81.35
23,1.6,3.3,3.5,73.0,8.1,6,1,47.1,41.95
18,4.1,1.9,2.6,100.0,7.9,6,8,91.9,88.5
19,2.5,2.8,0.5,85.1,6.5,0,6,60.6,59.79
17,2.7,2.9,1.7,82.8,6.4,4,1,46.6,52.92
21,4.4,2.2,0.9,75.7,8.8,6,4,84.2,84.81
17,5.4,1.6,1.4,100.0,7.1,3,5,95.5,93.12
24,3.5,1.7,1.3,74.3,6.1,1,7,73.5,70.36
17,4.0,1.4,1.3,80.7,4.8,2,8,75.9,77.84
19,6.1,1.5,0.4,89.2,7.0,1,9,100.0,106.29
17,3.9,2.4,1.7,91.0,7.5,4,6,74.2,78.74
18,7.4,1.6,1.2,94.6,5.7,5,10,100.0,121.32
18,4.3,3.3,0.0,100.0,6.8,6,9,94.9,92.49
20,0.9,4.3,4.1,90.1,6.1,6,4,27.6,35.15
22,4.6,1.8,3.0,74.4,6.3,6,8,86.2,86.07
23,4.1,2.8,1.4,82.4,3.5,2,3,60.1,62.7
21,5.4,3.1,1.8,88.1,6.2,3,4,91.3,83.1
24,4.5,3.1,0.5,100.0,7.7,3,10,93.8,93.98
17,3.3,2.6,3.7,71.0,5.7,6,4,61.6,60.18
17,1.7,3.4,3.9,97.0,6.6,3,6,41.7,47.81
19,3.2,3.1,2.0,86.8,5.6,5,9,74.5,72.52
22,2.2,1.0,2.9,93.4,6.9,6,6,63.7,65.2
18,2.6,3.5,2.0,84.0,6.2,0,1,39.6,43.83
21,4.4,3.6,0.3,76.6,5.4,2,5,87.5,72.64
20,6.0,1.6,1.3,92.5,8.1,5,9,100.0,110.64
18,4.1,2.5,1.9,91.5,7.6,2,5,75.4,75.96
24,1.7,3.3,1.3,94.7,5.8,6,6,61.5,56.23
22,4.2,2.2,1.6,84.9,7.1,5,3,73.3,76.13
24,5.3,3.8,1.7,79.0,7.1,6,8,96.3,92.5
23,2.6,5.3,1.7,69.4,7.3,5,10,67.0,64.57
20,3.3,1.6,1.9,93.2,4.5,6,4,70.1,67.72
23,3.5,0.8,0.6,89.2,7.7,0,4,84.2,72.68
19,2.3,2.9,1.0,75.3,5.8,2,5,48.9,53.1
24,4.5,3.4,0.4,79.6,6.1,5,10,98.8,89.98
19,3.3,2.2,2.9,80.3,9.7,0,9,76.1,74.5
17,4.1,4.2,0.0,70.2,6.9,1,8,80.4,74.96
23,2.2,0.9,3.1,76.8,6.0,6,7,64.1,63.33
22,2.8,3.3,3.3,73.7,3.9,4,5,59.4,50.37
24,4.6,1.8,1.5,80.9,8.2,5,9,94.2,94.94
21,2.9,4.6,0.0,77.6,4.9,3,9,67.8,64.68
20,6.1,4.9,1.4,68.7,5.3,0,10,96.1,88.34
18,2.9,1.6,1.7,100.0,6.1,0,10,70.2,72.08
22,3.8,1.8,0.7,97.5,8.2,5,2,84.2,77.9
22,4.9,3.5,1.2,77.2,7.4,0,4,75.4,74.95
19,1.4,2.0,3.5,87.7,6.3,1,8,41.7,48.94
23,0.9,2.4,2.5,89.2,6.9,0,1,23.1,32.26
24,1.2,2.5,0.8,96.9,5.8,4,5,50.3,50.79
24,5.4,0.2,0.0,76.8,6.7,4,8,100.0,103.57
17,2.7,2.5,1.4,95.9,6.6,6,2,52.2,61.21
17,7.3,1.7,1.6,79.5,7.7,6,2,100.0,106.64
20,2.7,1.9,2.3,71.6,7.7,3,8,71.2,67.7
19,3.8,4.2,1.2,92.2,7.1,1,10,72.3,76.98
22,5.8,1.0,2.4,97.9,6.1,4,9,100.0,103.39
24,6.5,3.5,3.9,100.0,7.4,5,7,100.0,100.35
21,6.6,2.2,2.7,73.0,6.4,2,8,100.0,99.08
19,5.3,2.2,1.7,92.0,5.2,2,5,93.1,83.61
20,5.0,3.4,1.6,80.9,6.0,2,1,67.7,70.06
20,4.4,2.9,1.4,92.8,6.6,6,4,77.9,80.04
19,4.7,3.2,3.1,70.3,7.6,5,2,80.3,72.08
20,2.7,3.7,1.1,72.4,6.3,0,3,44.3,49.18
19,2.3,2.1,1.8,77.2,5.0,5,3,54.7,52.67
18,3.5,1.8,1.9,85.8,6.6,0,9,85.0,74.15
19,3.2,1.2,1.2,78.6,6.6,2,10,81.7,78.1
23,2.8,1.5,0.3,91.6,6.7,3,4,71.6,67.67
19,4.5,6.0,2.2,95.3,7.6,3,2,73.7,65.81
20,4.9,4.0,1.7,91.0,7.7,0,3,77.0,73.53
24,3.6,0.9,2.4,100.0,5.8,2,3,72.3,68.53
23,5.7,0.9,1.2,89.2,5.8,5,7,100.0,101.45
20,1.8,3.1,3.1,72.8,5.3,3,8,54.0,49.01
17,3.2,3.2,0.8,98.6,7.3,0,6,70.4,67.02
17,2.4,3.2,3.7,78.9,8.2,5,4,47.0,54.12
24,0.7,2.2,0.0,94.1,6.1,2,6,48.7,48.06
24,3.4,2.3,2.3,100.0,6.2,1,1,47.6,57.81
23,3.3,2.9,2.3,89.6,8.3,2,10,81.1,77.22
18,5.8,2.6,0.9,70.0,7.1,6,8,100.0,100.96
24,4.4,0.0,2.3,75.8,7.0,2,1,81.9,73.42
17,2.0,2.2,3.2,98.2,5.1,5,5,56.3,53.06
19,6.3,1.5,0.0,83.3,7.3,5,2,100.0,99.5
20,5.3,2.7,2.4,85.8,5.4,4,6,81.0,84.88
17,4.4,6.1,0.0,92.6,5.1,4,9,84.9,78.95
17,3.2,2.9,0.7,92.0,6.1,5,5,67.9,69.98
18,2.1,2.1,3.6,87.8,5.8,5,4,56.9,51.8
23,2.9,3.6,1.2,82.9,6.2,1,2,45.9,51.94
23,5.1,3.1,0.5,81.9,4.8,1,3,76.0,75.13
22,6.3,3.0,1.6,93.6,7.7,2,6,94.8,98.78
18,5.8,3.2,4.1,90.5,7.9,6,8,99.3,96.67
19,2.8,5.0,0.0,82.4,4.2,3,8,71.0,60.42
23,1.8,1.1,0.6,95.8,7.7,6,5,70.9,67.66
20,3.7,3.1,3.4,83.7,5.5,1,5,59.8,60.47
24,0.8,1.4,3.8,76.5,7.5,2,10,36.0,50.58
18,4.0,3.2,1.7,77.4,6.4,6,3,68.4,70.12
24,3.3,1.4,0.4,75.2,6.5,0,7,72.9,71.59
17,2.8,2.0,4.1,82.3,6.3,4,6,57.3,60.4
20,1.1,2.1,3.6,97.3,8.0,6,1,50.3,43.66
20,4.3,3.7,2.5,76.9,5.0,3,4,65.7,65.37
17,2.7,3.6,0.9,86.9,7.2,2,6,67.9,61.74
18,1.7,1.0,1.7,78.4,7.8,6,6,63.6,62.59
17,0.0,2.6,1.6,82.4,7.4,5,3,32.9,34.94
24,3.5,1.6,2.2,69.9,9.3,0,6,67.7,71.26
22,6.2,1.0,3.4,82.8,5.9,4,10,100.0,104.49
20,6.0,2.2,2.8,83.1,7.6,0,6,96.8,90.79
21,2.8,2.1,0.6,90.4,6.4,2,9,71.0,72.4
21,2.6,5.4,3.3,87.2,8.0,1,9,59.8,56.93
24,4.2,3.0,2.1,73.0,6.5,4,2,64.2,67.49
19,2.0,0.8,2.6,95.8,6.0,0,4,45.2,51.36
23,4.0,1.8,3.4,87.1,8.1,1,9,82.9,79.88
17,4.6,3.7,0.6,87.0,5.9,3,4,73.2,74.97
17,5.3,5.0,1.8,84.9,4.8,2,8,79.6,80.17
19,3.3,0.6,1.2,79.8,5.9,2,10,73.0,79.51
19,3.2,0.2,0.1,87.2,7.2,4,3,72.6,74.92
24,2.2,4.7,2.2,89.8,8.2,0,3,45.2,45.47
24,2.3,3.0,4.6,67.5,6.6,3,9,51.8,54.91
19,3.2,1.5,0.0,79.6,8.1,5,10,92.0,86.82
20,4.1,3.1,1.8,82.5,4.9,4,8,77.8,76.07
24,4.9,0.0,2.5,87.6,6.0,5,1,97.2,81.83
22,2.3,2.5,1.9,96.9,6.2,4,10,71.9,69.29
24,5.7,2.9,1.7,77.3,6.4,0,2,69.1,77.15
17,3.1,3.6,0.4,80.0,6.6,3,3,59.6,60.4
24,3.5,1.3,2.1,79.9,7.3,0,2,60.4,62.19
20,2.4,2.6,1.0,77.0,6.0,2,3,48.3,51.59
19,0.0,1.4,0.0,81.5,6.7,5,8,50.1,49.96
17,4.8,2.8,3.1,92.7,6.4,1,6,74.9,77.03
24,4.6,1.4,2.9,74.5,5.4,6,7,85.6,83.67
20,3.1,2.0,1.9,89.3,6.4,2,10,65.4,74.07
22,3.6,1.3,2.1,68.0,6.3,2,10,82.4,77.76
